pol,utdate,obsnum,subsysnr,object,molecule,transition,obs_sb,peak,tsys,bwmode
p0,20200808,86,2,N7538IRS1,CO,2-1,LSB,23.4481,214.0557,1000MHzx2048
p0,20200808,87,1,N7538IRS1,CO,2-1,LSB,24.8152,223.3945,250MHzx8192
p0,20200808,87,2,N7538IRS1,CO,2-1,LSB,25.0111,225.4388,1000MHzx2048
p0,20200808,88,1,N7538IRS1,CO,2-1,USB,24.8129,237.7547,250MHzx8192
p0,20200808,88,2,N7538IRS1,CO,2-1,USB,24.448,235.9868,1000MHzx2048
p0,20200808,89,1,N7538IRS1,CO,2-1,LSB,21.6704,226.4331,250MHzx8192
p0,20200808,89,2,N7538IRS1,CO,2-1,LSB,21.7769,225.4246,1000MHzx2048
p0,20200808,92,1,N7538IRS1,CO,2-1,USB,25.2643,250.2234,250MHzx8192
p0,20200808,96,1,W3(OH),CO,2-1,LSB,21.033,273.7159,250MHzx8192
p0,20200808,96,2,W3(OH),CO,2-1,LSB,20.4289,277.3579,1000MHzx2048
p0,20200808,99,1,IRAS-03229+4721,CO,2-1,USB,1.76384,221.5907,1000MHzx2048
p0,20200808,100,1,IRAS-03229+4721,CO,2-1,USB,1.7644800000000000,219.726,1000MHzx2048
p0,20200809,16,1,16293-2422,CO,2-1,LSB,152.577,82245.99,250MHzx8192
p0,20200809,22,1,16293-2422,CO,2-1,LSB,18.4829,192.4655,250MHzx8192
p0,20200809,24,1,16293-2422,CS,5-4,LSB,9.00314,211.1358,250MHzx8192
p0,20200809,24,2,16293-2422,CS,5-4,LSB,8.1935,209.9918,1000MHzx2048
p0,20200809,25,1,16293-2422,CS,5-4,USB,8.90727,220.017,250MHzx8192
p0,20200809,25,2,16293-2422,CS,5-4,USB,8.29697,218.1298,1000MHzx2048
p0,20200809,31,1,16293-2422,CO,2-1,LSB,18.7784,245.9104,250MHzx8192
p0,20200809,31,2,16293-2422,CO,2-1,LSB,16.9273,249.1673,1000MHzx2048
p0,20200809,32,1,16293-2422,CO,2-1,LSB,19.0648,211.7534,250MHzx8192
p0,20200809,32,2,16293-2422,CO,2-1,LSB,17.4136,211.3013,1000MHzx2048
p0,20200809,33,1,16293-2422,CO,2-1,LSB,17.5755,190.8633,250MHzx8192
p0,20200809,33,2,16293-2422,CO,2-1,LSB,16.3868,189.5767,1000MHzx2048
p0,20200809,34,1,16293-2422,CO,2-1,LSB,19.1296,184.9188,250MHzx8192
p0,20200809,35,1,16293-2422,CO,2-1,USB,19.0416,201.8826,250MHzx8192
p0,20200809,36,1,16293-2422,CO,2-1,LSB,19.7337,194.8533,250MHzx8192
p0,20200809,36,2,16293-2422,CO,2-1,LSB,18.5484,192.5219,1000MHzx2048
p0,20200809,39,1,16293-2422,CO,2-1,USB,21.8654,205.3507,250MHzx8192
p0,20200810,19,1,16293-2422,CO,2-1,LSB,14.2436,219.2879,250MHzx8192
p0,20200810,21,1,16293-2422,CS,5-4,LSB,5.60733,254.8615,250MHzx8192
p0,20200810,21,2,16293-2422,CS,5-4,LSB,4.94883,253.5071,1000MHzx2048
p0,20200810,22,1,16293-2422,CS,5-4,USB,4.71726,234.8237,250MHzx8192
p0,20200810,22,2,16293-2422,CS,5-4,USB,4.30334,232.7724,1000MHzx2048
p0,20200810,29,1,G34.3,CS,5-4,LSB,14.1791,188.3062,250MHzx8192
p0,20200810,29,2,G34.3,CS,5-4,LSB,14.1037,188.0388,1000MHzx2048
p0,20200810,30,1,G34.3,CS,5-4,USB,15.0143,187.1129,250MHzx8192
p0,20200810,30,2,G34.3,CS,5-4,USB,14.6044,186.1171,1000MHzx2048
p0,20200810,68,1,W75N,CS,5-4,LSB,11.6604,157.3602,250MHzx8192
p0,20200810,68,2,W75N,CS,5-4,LSB,11.0943,155.313,1000MHzx2048
p0,20200810,69,1,W75N,CS,5-4,USB,11.8364,162.4547,250MHzx8192
p0,20200810,69,2,W75N,CS,5-4,USB,11.3132,161.1336,1000MHzx2048
p0,20200810,73,1,MOON,CO,2-1,LSB,2.89823,198.9479,1000MHzx2048
p0,20200810,73,2,MOON,CO,2-1,LSB,2.9287,196.8291,1000MHzx2048
p0,20200810,74,1,MOON,CO,2-1,LSB,103.961,*,1000MHzx2048
p0,20200810,74,2,MOON,CO,2-1,LSB,104.22400000000000,*,1000MHzx2048
p0,20200811,12,1,16293-2422,CO,2-1,LSB,17.4353,147.8951,250MHzx8192
p0,20200811,19,1,16293-2422,CS,5-4,LSB,8.51502,156.0461,250MHzx8192
p0,20200811,19,2,16293-2422,CS,5-4,LSB,8.08175,152.6904,1000MHzx2048
p0,20200811,20,1,16293-2422,CS,5-4,USB,8.962810000000000,157.6233,250MHzx8192
p0,20200811,20,2,16293-2422,CS,5-4,USB,8.36872,156.56,1000MHzx2048
p0,20200811,28,1,G34.3,CO,2-1,LSB,23.03,123.6132,250MHzx8192
p0,20200811,28,2,G34.3,CO,2-1,LSB,23.7922,125.7993,1000MHzx2048
p0,20200811,35,1,G34.3,CS,5-4,LSB,14.3364,128.8181,250MHzx8192
p0,20200811,35,2,G34.3,CS,5-4,LSB,14.0818,126.4883,1000MHzx2048
p0,20200811,36,1,G34.3,CS,5-4,USB,15.7231,135.6001,250MHzx8192
p0,20200811,36,2,G34.3,CS,5-4,USB,15.0381,133.5869,1000MHzx2048
p0,20200811,42,1,W75N,CO,2-1,LSB,28.7905,124.111,250MHzx8192
p0,20200811,42,2,W75N,CO,2-1,LSB,28.8656,124.1775,1000MHzx2048
p0,20200811,49,1,W75N,CS,5-4,LSB,11.1964,129.714,250MHzx8192
p0,20200811,49,2,W75N,CS,5-4,LSB,10.8109,127.2347,1000MHzx2048
p0,20200811,50,1,W75N,CS,5-4,USB,11.495,135.5219,250MHzx8192
p0,20200811,50,2,W75N,CS,5-4,USB,11.0297,133.5632,1000MHzx2048
p0,20200811,57,1,N2071IR,CO,2-1,LSB,31.4705,114.3397,250MHzx8192
p0,20200811,57,2,N2071IR,CO,2-1,LSB,31.7503,115.1485,1000MHzx2048
p0,20200811,62,1,N2071IR,CS,5-4,LSB,8.4622,123.8415,250MHzx8192
p0,20200811,62,2,N2071IR,CS,5-4,LSB,8.14775,122.172,1000MHzx2048
p0,20200811,63,1,N2071IR,CS,5-4,USB,9.02144,131.3662,250MHzx8192
p0,20200811,63,2,N2071IR,CS,5-4,USB,8.426810000000000,129.5689,1000MHzx2048
p0,20200811,71,2,OMC1,CO,2-1,LSB,85.3911,117.9596,1000MHzx2048
p0,20200813,47,1,CRL2688,CO,2-1,LSB,6.911290000000000,108.5943,250MHzx8192
p0,20200813,47,2,CRL2688,CO,2-1,LSB,6.82658,109.0058,1000MHzx2048
p0,20200813,48,1,J2057+1707,CO,2-1,LSB,0.09480010000000000,112.5826,1000MHzx2048
p0,20200813,49,1,J2057+1707,CO,2-1,LSB,0.07525710000000000,114.0935,1000MHzx2048
p0,20200813,52,1,J2057+1707,CO,2-1,LSB,0.07537090000000000,115.8256,1000MHzx2048
p0,20200813,53,1,J2057+1707,CO,2-1,LSB,0.07313510000000000,116.7519,1000MHzx2048
p0,20200813,54,1,J2057+1707,CO,2-1,LSB,0.07774390000000000,117.3856,1000MHzx2048
p0,20200813,55,1,J2057+1707,CO,2-1,LSB,0.072304,120.184,1000MHzx2048
p0,20200813,58,1,J2057+1707,CO,2-1,LSB,0.0698688,127.4693,1000MHzx2048
p0,20200813,59,1,J2057+1707,CO,2-1,LSB,0.113027,137.3074,1000MHzx2048
p0,20200813,61,1,CRL618,CO,2-1,LSB,4.24219,128.4227,250MHzx8192
p0,20200813,61,2,CRL618,CO,2-1,LSB,4.046820000000000,128.6191,1000MHzx2048
p0,20200814,52,1,W75N,CS,5-4,LSB,10.7522,144.8164,250MHzx8192
p0,20200814,52,2,W75N,CS,5-4,LSB,10.6574,142.8181,1000MHzx2048
p0,20200814,53,1,W75N,CS,5-4,USB,11.3457,153.2204,250MHzx8192
p0,20200814,53,2,W75N,CS,5-4,USB,10.9332,149.6964,1000MHzx2048
p0,20200814,57,1,W75N,CO,2-1,LSB,27.5755,136.7482,250MHzx8192
p0,20200814,57,2,W75N,CO,2-1,LSB,28.0574,137.3321,1000MHzx2048
p0,20200814,60,1,J2057+1707,CO,2-1,LSB,0.08939740000000000,143.0526,1000MHzx2048
p0,20200814,61,1,J2057+1707,CO,2-1,LSB,0.0740079,147.7518,1000MHzx2048
p0,20200814,62,1,J2057+1707,CO,2-1,LSB,0.0789258,154.1986,1000MHzx2048
p0,20200814,63,1,J2057+1707,CO,2-1,LSB,0.0899485,157.2679,1000MHzx2048
p0,20200814,67,1,CRL618,CO,2-1,LSB,4.1574800000000000,139.5092,250MHzx8192
p0,20200814,67,2,CRL618,CO,2-1,LSB,4.044920000000000,139.9671,1000MHzx2048
p0,20200814,70,1,OMC1,CO,2-1,LSB,85.637,176.0704,250MHzx8192
p0,20200814,70,2,OMC1,CO,2-1,LSB,86.3983,177.1032,1000MHzx2048
p0,20200814,77,1,N2071IR,CO,2-1,LSB,31.9892,151.5073,250MHzx8192
p0,20200814,77,2,N2071IR,CO,2-1,LSB,31.9929,153.1787,1000MHzx2048
p0,20200814,90,1,N2071IR,CS,5-4,LSB,9.01445,144.4612,250MHzx8192
p0,20200814,90,2,N2071IR,CS,5-4,LSB,8.554090000000000,142.8994,1000MHzx2048
p0,20200814,91,1,N2071IR,CS,5-4,USB,9.37219,148.5466,250MHzx8192
p0,20200814,91,2,N2071IR,CS,5-4,USB,8.68018,146.4576,1000MHzx2048
p0,20200815,45,1,W75N,CS,5-4,LSB,11.3171,214.4144,250MHzx8192
p0,20200815,45,2,W75N,CS,5-4,LSB,11.1772,213.4787,1000MHzx2048
p0,20200815,46,1,W75N,CS,5-4,USB,12.1532,227.2549,250MHzx8192
p0,20200815,46,2,W75N,CS,5-4,USB,11.5706,226.9284,1000MHzx2048
p0,20200815,76,1,N2071IR,CS,5-4,LSB,8.826880000000000,204.6992,250MHzx8192
p0,20200815,76,2,N2071IR,CS,5-4,LSB,8.5105,202.9173,1000MHzx2048
p0,20200815,79,1,N2071IR,CS,5-4,USB,9.14809,204.5723,250MHzx8192
p0,20200815,79,2,N2071IR,CS,5-4,USB,8.54603,202.4447,1000MHzx2048
p0,20200815,81,1,N2071IR,CO,2-1,LSB,31.5662,181.6205,250MHzx8192
p0,20200815,81,2,N2071IR,CO,2-1,LSB,31.6705,181.4791,1000MHzx2048
p0,20200815,89,1,OMC1,CO,2-1,LSB,84.7361,165.503,250MHzx8192
p0,20200815,89,2,OMC1,CO,2-1,LSB,86.0371,166.1295,1000MHzx2048
p0,20200816,8,1,G34.3,CO,2-1,LSB,21.5652,185.4444,250MHzx8192
p0,20200816,8,2,G34.3,CO,2-1,LSB,22.7382,186.6237,1000MHzx2048
p0,20200816,11,1,HAE1735,CO,2-1,LSB,0.055601,162.652,1000MHzx2048
p0,20200816,12,1,HAE1735,CO,2-1,LSB,0.06300110000000000,159.4975,1000MHzx2048
p0,20200816,13,1,HAE1735,CO,2-1,LSB,0.07630370000000000,155.0208,1000MHzx2048
p0,20200816,16,1,HAE1557,CO,2-1,LSB,0.0496944,128.0581,1000MHzx2048
p0,20200816,17,1,HAE1557,CO,2-1,LSB,0.0586014,131.2061,1000MHzx2048
p0,20200816,18,1,HAE1557,CO,2-1,LSB,0.0484065,131.8855,1000MHzx2048
p0,20200816,19,1,G34.3,CO,2-1,LSB,21.4874,132.4946,250MHzx8192
p0,20200816,19,2,G34.3,CO,2-1,LSB,22.5718,134.0801,1000MHzx2048
p0,20200816,21,1,HAE1557,CO,2-1,LSB,0.0705631,138.1297,1000MHzx2048
p0,20200816,22,1,HAE1557,CO,2-1,LSB,0.0758602,142.9994,1000MHzx2048
p0,20200816,23,1,HAE1557,CO,2-1,LSB,0.055379,152.1627,1000MHzx2048
p0,20200816,26,1,HAE1735,CO,2-1,LSB,0.05913430000000000,153.8956,1000MHzx2048
p0,20200816,27,1,HAE1735,CO,2-1,LSB,0.054122700000000000,154.3818,1000MHzx2048
p0,20200816,28,1,HAE1735,CO,2-1,LSB,0.06259580000000000,161.0164,1000MHzx2048
p0,20200816,30,1,HAE1735,CO,2-1,LSB,0.07584860000000000,170.56,1000MHzx2048
p0,20200816,31,1,HAE1735,CO,2-1,LSB,0.0784628,185.7374,1000MHzx2048
p0,20200816,32,1,HAE1735,CO,2-1,LSB,0.106269,193.3318,1000MHzx2048
p0,20200816,34,1,W75N,CO,2-1,LSB,29.3797,143.2223,250MHzx8192
p0,20200816,34,2,W75N,CO,2-1,LSB,29.3499,143.0385,1000MHzx2048
p0,20200816,53,1,W75N,CO,2-1,LSB,28.1641,157.9274,250MHzx8192
p0,20200816,53,2,W75N,CO,2-1,LSB,28.9168,159.2738,1000MHzx2048
p0,20200817,6,1,G34.3,CO,2-1,LSB,21.8866,196.3231,250MHzx8192
p0,20200817,6,2,G34.3,CO,2-1,LSB,22.6113,196.8435,1000MHzx2048
p0,20200817,9,1,HAE1735,CO,2-1,LSB,0.0593184,171.1158,1000MHzx2048
p0,20200817,10,1,HAE1735,CO,2-1,LSB,0.0634139,163.0787,1000MHzx2048
p0,20200817,11,1,HAE1735,CO,2-1,LSB,0.0601602,160.2341,1000MHzx2048
p0,20200817,13,1,HAE1735,CO,2-1,LSB,0.09159980000000000,158.0304,1000MHzx2048
p0,20200817,14,1,HAE1735,CO,2-1,LSB,0.11143,154.3054,1000MHzx2048
p0,20200817,15,1,HAE1735,CO,2-1,LSB,0.09413760000000000,152.198,1000MHzx2048
p0,20200817,18,1,HAE1557,CO,2-1,LSB,0.0470706,142.2847,1000MHzx2048
p0,20200817,19,1,HAE1557,CO,2-1,LSB,0.055088,147.0025,1000MHzx2048
p0,20200817,20,1,HAE1557,CO,2-1,LSB,0.0552734,152.1732,1000MHzx2048
p0,20200817,21,1,G34.3,CO,2-1,LSB,20.7663,132.3974,250MHzx8192
p0,20200817,21,2,G34.3,CO,2-1,LSB,22.0455,133.5869,1000MHzx2048
p0,20200817,23,1,HAE1624,CO,2-1,LSB,0.0525241,154.4754,1000MHzx2048
p0,20200817,24,1,HAE1624,CO,2-1,LSB,0.0639528,161.3354,1000MHzx2048
p0,20200817,25,1,HAE1624,CO,2-1,LSB,0.0633796,171.2216,1000MHzx2048
p0,20200817,28,1,HAE1735,CO,2-1,LSB,0.079095,161.4052,1000MHzx2048
p0,20200817,29,1,HAE1735,CO,2-1,LSB,0.078301,163.7268,1000MHzx2048
p0,20200817,30,1,HAE1735,CO,2-1,LSB,0.11358400000000000,167.9508,1000MHzx2048
p0,20200817,31,1,G34.3,CO,2-1,LSB,19.9087,147.1498,250MHzx8192
p0,20200817,31,2,G34.3,CO,2-1,LSB,21.1094,148.2259,1000MHzx2048
p1,20200717,8,1,IRC+10216,CO,2-1,LSB,16.2695,148.6369,250MHzx8192
p1,20200717,8,2,IRC+10216,CO,2-1,LSB,15.1037,142.0735,1000MHzx2048
p1,20200720,6,1,16293-2422,CO,2-1,LSB,20.3589,158.3669,250MHzx8192
p1,20200720,10,1,J132035.40+340821.7,CO,2-1,LSB,0.208017,98.30936,1000MHzx2048
p1,20200720,11,1,J132035.40+340821.7,CO,2-1,LSB,0.141754,101.2141,1000MHzx2048
p1,20200720,12,1,J132035.40+340821.7,CO,2-1,LSB,0.0962474,105.614,1000MHzx2048
p1,20200720,15,2,16293-2422,CO,2-1,LSB,1.13809,90.49535,1000MHzx2048
p1,20200720,16,2,16293-2422,CO,2-1,LSB,1.16067,92.01832,1000MHzx2048
p1,20200720,17,2,16293-2422,CO,2-1,LSB,1.19591,92.814,1000MHzx2048
p1,20200721,7,1,16293-2422,CO,2-1,USB,21.0485,151.875,250MHzx8192
p1,20200721,12,1,16293-2422,CO,2-1,USB,21.2303,153.5113,250MHzx8192
p1,20200721,39,1,CRL618,CO,2-1,LSB,0.179125,114.8529,1000MHzx2048
p1,20200722,1,1,EL90,CO,2-1,LSB,1.2368300000000000,129.0532,1000MHzx2048
p1,20200722,1,2,EL90,CO,2-1,LSB,1.22041,130.955,1000MHzx2048
p1,20200722,2,1,EL90,CO,2-1,LSB,1.66678,125.1728,1000MHzx2048
p1,20200722,2,2,EL90,CO,2-1,LSB,2.71667,127.0931,1000MHzx2048
p1,20200722,3,1,EL90,CO,2-1,USB,11.9508,140.3398,250MHzx8192
p1,20200722,4,1,EL90,CO,2-1,USB,13.6137,146.8911,250MHzx8192
p1,20200722,16,1,16293-2422,CO,2-1,USB,18.0276,171.8806,250MHzx8192
p1,20200722,19,1,J132035.40+340821.7,CO,2-1,LSB,0.10484500000000000,116.5177,1000MHzx2048
p1,20200722,20,1,J132035.40+340821.7,CO,2-1,LSB,0.10638200000000000,123.4713,1000MHzx2048
p1,20200722,21,1,EL60,CO,2-1,USB,12.549000000000000,137.4825,250MHzx8192
p1,20200722,22,1,EL60,CO,2-1,USB,10.6105,134.7771,250MHzx8192
p1,20200728,77,1,CRL2688,CO,2-1,LSB,7.308730000000000,105.7126,250MHzx8192
p1,20200728,77,2,CRL2688,CO,2-1,LSB,7.223960000000000,110.0367,1000MHzx2048
p1,20200729,64,1,G34.3,CO,2-1,LSB,24.2115,121.2192,250MHzx8192
p1,20200729,64,2,G34.3,CO,2-1,LSB,25.0096,124.8322,1000MHzx2048
p1,20200729,72,1,W75N,CO,2-1,LSB,30.9106,108.1545,250MHzx8192
p1,20200729,72,2,W75N,CO,2-1,LSB,31.1094,111.8947,1000MHzx2048
p1,20200729,97,2,OMC1,CO,2-1,LSB,90.8205,126.4504,1000MHzx2048
p1,20200729,103,1,OMC1,CS,5-4,LSB,31.4636,121.0236,250MHzx8192
p1,20200729,103,2,OMC1,CS,5-4,LSB,31.1133,126.5622,1000MHzx2048
p1,20200729,106,1,N2071IR,CO,2-1,LSB,32.9336,113.9121,250MHzx8192
p1,20200729,106,2,N2071IR,CO,2-1,LSB,33.2544,115.4917,1000MHzx2048
p1,20200729,111,1,N2071IR,CS,5-4,LSB,8.914720000000000,114.6793,250MHzx8192
p1,20200729,111,2,N2071IR,CS,5-4,LSB,8.5311,120.2591,1000MHzx2048
p1,20200729,113,1,test2,CO,2-1,LSB,0.975367,108.1302,1000MHzx2048
p1,20200729,113,2,test2,CO,2-1,LSB,1.5619300000000000,110.4665,1000MHzx2048
p1,20200729,114,1,test2,CO,2-1,USB,6.13805,126.1195,250MHzx8192
p1,20200729,115,1,test2,CO,2-1,LSB,1.03067,103.4679,1000MHzx2048
p1,20200729,116,1,test2,CO,2-1,LSB,1.17146,109.5291,1000MHzx2048
p1,20200730,34,1,CRL2688,CO,2-1,LSB,7.38812,97.26789,250MHzx8192
p1,20200730,34,2,CRL2688,CO,2-1,LSB,7.21237,101.1997,1000MHzx2048
p1,20200802,10,1,16293-2422,CO,2-1,USB,19.5377,144.9105,250MHzx8192
p1,20200802,11,2,16293-2422,CO,2-1,LSB,1.9063300000000000,141.1585,1000MHzx2048
p1,20200802,17,1,G34.3,CO,2-1,LSB,20.8136,137.9804,250MHzx8192
p1,20200802,17,2,G34.3,CO,2-1,LSB,21.2317,140.4763,1000MHzx2048
p1,20200802,24,1,W75N,CO,2-1,LSB,30.2214,125.048,250MHzx8192
p1,20200802,24,2,W75N,CO,2-1,LSB,29.9866,129.044,1000MHzx2048
p1,20200802,28,1,MOON,CO,2-1,LSB,263.757,141.2234,1000MHzx2048
p1,20200802,28,2,MOON,CO,2-1,LSB,263.075,143.7199,1000MHzx2048
p1,20200802,31,1,G34.3,CO,2-1,LSB,23.3006,105.8788,250MHzx8192
p1,20200802,31,2,G34.3,CO,2-1,LSB,24.3891,109.2361,1000MHzx2048
p1,20200807,15,1,16293-2422,CO,2-1,LSB,19.0331,138.4162,250MHzx8192
p1,20200807,17,1,16293-2422,CS,5-4,LSB,8.421510000000000,154.2852,250MHzx8192
p1,20200807,17,2,16293-2422,CS,5-4,LSB,7.9950400000000000,159.9852,1000MHzx2048
p1,20200807,18,1,16293-2422,CS,5-4,USB,9.45845,163.2457,250MHzx8192
p1,20200807,18,2,16293-2422,CS,5-4,USB,9.09785,167.4222,1000MHzx2048
p1,20200807,21,1,X-Her,CO,2-1,USB,6.4046400000000000,183.446,1000MHzx2048
p1,20200807,22,1,X-Her,CO,2-1,USB,10.2032,192.661,1000MHzx2048
p1,20200807,25,1,X-Her,CO,2-1,USB,8.56005,189.0301,1000MHzx2048
p1,20200807,26,1,X-Her,CO,2-1,USB,4.80358,200.0369,1000MHzx2048
p1,20200807,32,1,G34.3,CO,2-1,LSB,22.018,127.7712,250MHzx8192
p1,20200807,32,2,G34.3,CO,2-1,LSB,22.6716,130.6257,1000MHzx2048
p1,20200807,34,1,G34.3,CS,5-4,LSB,15.0413,135.9241,250MHzx8192
p1,20200807,34,2,G34.3,CS,5-4,LSB,14.661,139.9755,1000MHzx2048
p1,20200807,35,1,G34.3,CS,5-4,USB,13.2967,149.3241,250MHzx8192
p1,20200807,35,2,G34.3,CS,5-4,USB,12.899000000000000,154.0896,1000MHzx2048
p1,20200807,38,1,pi1-Gru,CO,2-1,USB,15.5474,291.6447,1000MHzx2048
p1,20200807,39,1,pi1-Gru,CO,2-1,USB,15.9683,288.8628,1000MHzx2048
p1,20200807,63,1,W75N,CO,2-1,LSB,31.4154,145.5163,250MHzx8192
p1,20200807,63,2,W75N,CO,2-1,LSB,31.0223,148.5027,1000MHzx2048
p1,20200807,65,1,W75N,CS,5-4,LSB,11.8897,157.1206,250MHzx8192
p1,20200807,65,2,W75N,CS,5-4,LSB,11.4214,160.1378,1000MHzx2048
p1,20200807,66,1,W75N,CS,5-4,USB,12.4742,165.0031,250MHzx8192
p1,20200807,66,2,W75N,CS,5-4,USB,12.0604,167.5863,1000MHzx2048
p1,20200807,69,1,W75N,CO,2-1,LSB,29.0998,226.596,250MHzx8192
p1,20200807,69,2,W75N,CO,2-1,LSB,28.557,234.6854,1000MHzx2048
p1,20200807,70,1,W75N,CO,2-1,LSB,29.1134,155.0379,250MHzx8192
p1,20200807,70,2,W75N,CO,2-1,LSB,29.0315,160.3381,1000MHzx2048
p1,20200807,71,1,W75N,CO,2-1,LSB,29.0023,150.0092,250MHzx8192
p1,20200807,71,2,W75N,CO,2-1,LSB,28.9589,155.4691,1000MHzx2048
p1,20200807,72,1,W75N,CO,2-1,LSB,29.0561,150.9752,250MHzx8192
p1,20200807,72,2,W75N,CO,2-1,LSB,29.035,153.4219,1000MHzx2048
p1,20200807,73,1,W75N,CO,2-1,LSB,27.9149,159.7602,250MHzx8192
p1,20200807,73,2,W75N,CO,2-1,LSB,27.8008,161.7641,1000MHzx2048
p1,20200807,76,1,W75N,CO,2-1,USB,28.9567,185.7592,250MHzx8192
p1,20200807,77,1,W75N,CO,2-1,USB,28.7141,182.8748,250MHzx8192
p1,20200807,77,2,W75N,CO,2-1,USB,29.151,188.2405,1000MHzx2048
p1,20200807,80,1,W3(OH),CO,2-1,LSB,24.2043,142.5323,250MHzx8192
p1,20200807,80,2,W3(OH),CO,2-1,LSB,23.8702,144.5038,1000MHzx2048
p1,20200807,81,1,W3(OH),CO,2-1,LSB,21.5569,144.9054,250MHzx8192
p1,20200807,81,2,W3(OH),CO,2-1,LSB,20.7855,148.6091,1000MHzx2048
p1,20200807,82,1,W3(OH),CO,2-1,LSB,20.762000000000000,133.8795,250MHzx8192
p1,20200807,82,2,W3(OH),CO,2-1,LSB,20.381,137.456,1000MHzx2048
p1,20200807,83,1,W3(OH),CO,2-1,LSB,21.6276,138.7235,250MHzx8192
p1,20200807,83,2,W3(OH),CO,2-1,LSB,21.2072,141.3808,1000MHzx2048
p1,20200807,84,1,W3(OH),CO,2-1,USB,25.4527,154.0389,250MHzx8192
p1,20200807,84,2,W3(OH),CO,2-1,USB,22.0889,158.753,1000MHzx2048
p1,20200807,85,1,W3(OH),CO,2-1,LSB,21.8929,141.6304,250MHzx8192
p1,20200807,85,2,W3(OH),CO,2-1,LSB,21.2659,142.7558,1000MHzx2048
p1,20200807,88,1,W3(OH),CO,2-1,USB,23.1571,154.6515,250MHzx8192
p1,20200807,93,1,W3(OH),CO,2-1,USB,21.3331,150.9053,250MHzx8192
p1,20200807,93,2,W3(OH),CO,2-1,USB,20.7394,155.6851,1000MHzx2048
p1,20200808,12,1,16293-2422,CO,2-1,LSB,19.2958,197.3955,250MHzx8192
p1,20200808,14,1,16293-2422,CS,5-4,LSB,8.623340000000000,208.5927,250MHzx8192
p1,20200808,14,2,16293-2422,CS,5-4,LSB,8.08527,212.7509,1000MHzx2048
p1,20200808,15,1,16293-2422,CS,5-4,USB,8.63722,212.1254,250MHzx8192
p1,20200808,15,2,16293-2422,CS,5-4,USB,8.10188,215.9607,1000MHzx2048
p1,20200808,23,1,ST-Her,CO,2-1,USB,5.00874,188.8481,1000MHzx2048
p1,20200808,24,1,ST-Her,CO,2-1,USB,6.10614,203.5101,1000MHzx2048
p1,20200808,28,1,ST-Her,CO,2-1,USB,5.399720000000000,232.502,1000MHzx2048
p1,20200808,29,1,ST-Her,CO,2-1,USB,6.06285,225.5717,1000MHzx2048
p1,20200808,31,1,X-Her,CO,2-1,USB,10.3726,229.525,1000MHzx2048
p1,20200808,32,1,X-Her,CO,2-1,USB,7.41895,244.9609,1000MHzx2048
p1,20200808,38,1,G34.3,CO,2-1,LSB,21.9551,145.5058,250MHzx8192
p1,20200808,38,2,G34.3,CO,2-1,LSB,22.751000000000000,148.7314,1000MHzx2048
p1,20200808,40,1,G34.3,CS,5-4,LSB,14.8701,165.2009,250MHzx8192
p1,20200808,40,2,G34.3,CS,5-4,LSB,14.4984,167.134,1000MHzx2048
p1,20200808,41,1,G34.3,CS,5-4,USB,15.1221,167.6013,250MHzx8192
p1,20200808,41,2,G34.3,CS,5-4,USB,14.7773,172.2896,1000MHzx2048
p1,20200808,66,1,IRAS19487+3835,CO,2-1,USB,0.164327,219.0882,1000MHzx2048
p1,20200808,67,1,IRAS19487+3835,CO,2-1,USB,0.20181400000000000,227.7321,1000MHzx2048
p1,20200808,68,1,IRAS20350+3741,CO,2-1,USB,2.02148,228.0887,1000MHzx2048
p1,20200808,69,1,IRAS20350+3741,CO,2-1,USB,2.06154,236.5134,1000MHzx2048
p1,20200808,75,1,W75N,CO,2-1,LSB,30.9948,208.6092,250MHzx8192
p1,20200808,75,2,W75N,CO,2-1,LSB,30.6371,210.1385,1000MHzx2048
p1,20200808,77,1,W75N,CS,5-4,LSB,11.1855,232.3976,250MHzx8192
p1,20200808,77,2,W75N,CS,5-4,LSB,10.6831,235.6208,1000MHzx2048
p1,20200808,84,1,N7538IRS1,CO,2-1,LSB,24.7616,269.231,250MHzx8192
p1,20200808,84,2,N7538IRS1,CO,2-1,LSB,23.9165,272.5699,1000MHzx2048
p1,20200808,85,1,N7538IRS1,CO,2-1,LSB,24.8137,208.0194,250MHzx8192
p1,20200808,85,2,N7538IRS1,CO,2-1,LSB,24.0593,211.2277,1000MHzx2048
p1,20200808,86,1,N7538IRS1,CO,2-1,LSB,24.3421,198.2954,250MHzx8192
p1,20200808,86,2,N7538IRS1,CO,2-1,LSB,24.0423,201.7748,1000MHzx2048
p1,20200808,87,1,N7538IRS1,CO,2-1,LSB,26.4041,220.3471,250MHzx8192
p1,20200808,87,2,N7538IRS1,CO,2-1,LSB,25.8502,223.3556,1000MHzx2048
p1,20200808,88,1,N7538IRS1,CO,2-1,USB,24.8784,238.1217,250MHzx8192
p1,20200808,88,2,N7538IRS1,CO,2-1,USB,25.081,245.4921,1000MHzx2048
p1,20200808,89,1,N7538IRS1,CO,2-1,LSB,23.465,222.2835,250MHzx8192
p1,20200808,89,2,N7538IRS1,CO,2-1,LSB,22.5567,223.7261,1000MHzx2048
p1,20200808,92,1,N7538IRS1,CO,2-1,USB,25.5214,250.524,250MHzx8192
